user_id,n_skills,n_mastered_in_path,pct_wasted
79704,12,12,100.0
79714,4,2,50.0
79716,11,9,81.81818181818183
79720,10,6,60.0
79721,6,3,50.0
79726,9,6,66.66666666666666
79729,11,5,45.45454545454545
79735,37,25,67.56756756756756
79736,37,28,75.67567567567568
79737,38,26,68.42105263157895
79738,36,26,72.22222222222221
79739,37,25,67.56756756756756
79740,38,22,57.89473684210527
79741,36,28,77.77777777777779
79742,37,26,70.27027027027027
79743,16,11,68.75
79744,38,25,65.78947368421053
79745,39,27,69.23076923076923
79746,32,24,75.0
79747,36,25,69.44444444444444
79748,36,26,72.22222222222221
79749,38,28,73.68421052631578
79750,38,25,65.78947368421053
79752,37,28,75.67567567567568
79760,35,26,74.28571428571429
79761,28,20,71.42857142857143
79762,27,22,81.48148148148148
79763,36,27,75.0
79764,39,25,64.1025641025641
79765,38,29,76.31578947368422
79766,36,29,80.55555555555556
79768,39,27,69.23076923076923
79769,35,27,77.14285714285715
79772,38,30,78.94736842105263
79773,30,16,53.333333333333336
79774,36,28,77.77777777777779
79776,37,28,75.67567567567568
79777,38,26,68.42105263157895
79781,6,1,16.666666666666664
79785,6,5,83.33333333333334
79787,3,0,0.0
79797,20,13,65.0
79803,2,1,50.0
79804,13,9,69.23076923076923
79829,12,8,66.66666666666666
79830,12,11,91.66666666666666
79831,12,9,75.0
79832,12,10,83.33333333333334
79833,6,4,66.66666666666666
79857,12,9,75.0
79865,20,16,80.0
79884,10,8,80.0
79890,8,0,0.0
79896,13,11,84.61538461538461
79906,4,2,50.0
79907,6,5,83.33333333333334
79908,11,7,63.63636363636363
79909,2,0,0.0
79911,6,5,83.33333333333334
79957,14,7,50.0
79962,5,4,80.0
79963,12,9,75.0
79990,27,20,74.07407407407408
80008,6,5,83.33333333333334
80009,7,5,71.42857142857143
80010,6,5,83.33333333333334
80011,6,6,100.0
80012,4,3,75.0
80013,7,5,71.42857142857143
80014,6,5,83.33333333333334
80015,6,6,100.0
80016,7,7,100.0
80017,7,6,85.71428571428571
80018,4,2,50.0
80019,6,5,83.33333333333334
80020,4,2,50.0
80021,5,4,80.0
80022,5,2,40.0
80023,6,6,100.0
80024,6,5,83.33333333333334
80025,6,4,66.66666666666666
80051,2,1,50.0
80052,7,7,100.0
80085,5,4,80.0
80087,7,6,85.71428571428571
80088,4,4,100.0
80089,6,4,66.66666666666666
80090,5,3,60.0
80091,5,1,20.0
80094,5,3,60.0
80095,5,1,20.0
80109,7,5,71.42857142857143
80110,5,2,40.0
80111,7,5,71.42857142857143
80114,7,4,57.14285714285714
80115,7,4,57.14285714285714
80116,7,4,57.14285714285714
80117,8,4,50.0
80119,7,6,85.71428571428571
80120,7,5,71.42857142857143
80121,9,4,44.44444444444444
80123,8,8,100.0
80124,8,4,50.0
80125,8,3,37.5
80126,7,4,57.14285714285714
80127,8,3,37.5
80128,7,4,57.14285714285714
80129,8,5,62.5
80130,8,4,50.0
80132,7,5,71.42857142857143
80133,7,4,57.14285714285714
80134,8,4,50.0
80135,7,5,71.42857142857143
80136,11,6,54.54545454545454
80137,9,5,55.55555555555556
80138,8,4,50.0
80139,7,6,85.71428571428571
80144,2,0,0.0
80147,2,2,100.0
80150,2,0,0.0
80160,2,1,50.0
80161,2,1,50.0
80171,34,20,58.82352941176471
80172,18,10,55.55555555555556
80173,27,16,59.25925925925925
80174,35,20,57.14285714285714
80175,35,29,82.85714285714286
80176,12,7,58.333333333333336
80177,34,21,61.76470588235294
80179,27,14,51.85185185185185
80180,10,5,50.0
80181,37,27,72.97297297297297
80182,42,36,85.71428571428571
80210,11,7,63.63636363636363
80213,12,10,83.33333333333334
80216,11,7,63.63636363636363
80217,8,7,87.5
80218,12,10,83.33333333333334
80219,16,12,75.0
80223,8,8,100.0
80224,8,6,75.0
80225,7,7,100.0
80226,8,7,87.5
80227,8,8,100.0
80228,8,3,37.5
80229,8,4,50.0
80230,8,8,100.0
80231,8,7,87.5
80233,8,6,75.0
80234,8,4,50.0
80235,8,7,87.5
80238,2,2,100.0
80242,2,2,100.0
80243,2,2,100.0
80244,2,2,100.0
80246,2,1,50.0
80247,2,2,100.0
